input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,input11,input12,input13,input14,input15,input16,input17,input18,input19,input20,input21,input22,output1,output2,output3,output4,output5,output6,output7,output8,output9,output10,output11,output12,output13,output14,output15,output16,output17
84378.658,25.217423,3.388868,3.776771,12.402084,4.636917,28.765177,-13.781442,-56.739002,-1.960724,234380.33,301.95921,268.65126,236.81428,190.16664,478.17133,98.164018,43.446153,106.08214,559.5179,1,1,84384.364,84348.586,84384.364,84384.364,2127597.5,-6.90705E+13,-485030.2,3209749300.000000,242707770.000000,454108080.000000,12367101000000000.000000,246743410000000006277338346170431156913414014717383504095056405325781044432998340254275338275791220790999555407734429691767795417694422220706009585558714013115768914457502691830868848672314723163861118332444535093170144093149171271118747023650000590067570014035418850776714312339755587977871360.000000,10.632305,7119758000.000000,84337.439,5.734554,5.710879
103899.94,19.546535,6.719419,5.957487,-45.663654,-1.484637,-49.988576,-1.979426,16.722842,-16.413797,234857.99,372.1994,669.88622,88.037637,75.160066,129.42013,-44.148438,391.74358,194.82169,664.29755,1,1,103833.36,103822.11,103833.36,103833.36,2030816.1,-1.49693E+14,-4744570.3,11957292000.000000,-1032783900,-3633908000,-2.9543E+17,-5.9143E+198,-61.567192,10795198000.000000,103930.55,-66.540622,-66.574833
79138.922,25.074945,-1.02182,-0.182581,-25.460076,2.825464,-8.316484,-11.444238,-16.309614,12.567467,320743.73,284.54946,492.16651,806.47287,64.038082,293.58478,0.327328,500.85957,565.82852,320.83529,1,1,79116.655,79058.973,79116.655,79116.655,1984222.6,519549340000.000000,150102.77,77686363.000000,-237501530,-118411120,-4.38381E+13,-2.1978E+284,-17.368547,6262968900.000000,79145.888,-22.241883,-22.262971
120055.25,-3.366383,3.355571,1.160901,-12.598658,5.129285,42.308832,-7.994089,-38.474684,-13.670918,272438.25,311.58317,537.58897,660.66554,123.08324,186.83393,-13.368385,70.566875,524.73999,245.00068,1,1,120031.1,120068.59,120031.1,120031.1,-404024.94,-1.80992E+13,-3771342.1,-194366370,86075975.000000,8868491.3,-1.39623E+13,-7.09328E+20,-19.070762,14413264000.000000,119996.54,-24.092485,-24.136298
233357.77,18.281791,-3.347064,-1.735149,-41.363805,5.474209,19.458848,3.442018,66.018163,-15.632958,152357.6,25.704127,545.26595,793.57948,242.42195,375.68667,41.930069,229.73007,-11.749488,904.53968,1,1,233408.36,233388.7,233408.36,233408.36,4265012.1,387809540000000.000000,4441769.9,18207703000.000000,-17368740000,-24888371000,-6.16649E+17,-1.7123E+164,55.964075,54455848000.000000,233426.81,50.813895,50.697727
122147.47,7.689916,-2.165243,1.639483,-45.553008,0.612315,3.940907,5.064536,-23.483938,-3.872845,297001.81,112.85919,157.20062,-72.400697,298.98471,401.50025,194.16963,68.527544,395.58673,554.19633,1,1,122091.34,122069.08,122091.34,122091.34,939383.23,168829670000.000000,7363795.8,-632841870,-901008340,-876273130,2921858000000000.000000,55057201999999994672281475768588305432576.000000,-51.040991,14920005000.000000,122131.46,-56.068191,-56.113295
246631.81,-0.820007,3.142196,4.830582,-37.899155,-2.575582,13.579626,-0.247655,4.180878,3.126599,160092.65,40.595826,146.93511,690.99239,176.82598,101.08944,134.39127,245.72593,317.02901,758.33901,1,1,246619.12,246610.5,246619.12,246619.12,-202117.42,13172805000.000000,211084360.000000,898614.12,1414349.1,881887.97,-2.70715E+12,-1.55023E+16,-7.290468,60827248000.000000,246645.51,-12.439188,-12.562487
99123.54,16.766537,-3.089013,-3.0723,-40.436905,-5.529463,-15.552499,7.917052,-58.455854,9.822761,342450.27,26.428007,206.71922,256.84001,45.131326,60.173729,165.96395,373.50055,534.54062,148.46517,1,1,99031.911,98980.101,99031.911,99031.911,1661494.3,249338690000000.000000,508177.62,-2985306700,-3180687400,-20294255000,-3.20093E+17,-2.0335E+140,-86.633508,9825476100.000000,99092.778,-91.590379,-91.621892
50258.501,24.4745,-1.56905,0.975165,-30.168331,-1.010388,-2.976707,3.293238,9.323288,4.426141,172014.38,229.71127,219.19622,372.74739,268.52946,187.26207,145.45177,96.722625,587.46568,885.90839,1,1,50265.269,50200.951,50265.269,50265.269,1230112.1,23207646000.000000,187834.03,-33719612,21159691.000000,127164410.000000,-2.39334E+14,-2.6448E+272,11.469067,2525916900.000000,50299.917,6.777962,6.768873
469112.76,17.796914,-2.811429,-4.906445,-9.71723,4.300078,24.58637,-14.161461,68.563386,-2.557649,236912.07,104.80748,81.858807,676.02009,30.93995,214.01543,164.52643,446.50023,134.63291,183.5846,1,1,469193.85,469192.91,469193.85,469193.85,8348208.1,-2.93813E+14,-1588534,39251292000.000000,17167782000.000000,-28230741000,-3.25116E+18,-1.26E+156,86.763812,220066780000.000000,469175.42,81.972877,81.918529
