input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,input11,input12,input13,input14,input15,input16,input17,input18,input19,input20,input21,input22,output1,output2,output3,output4,output5,output6,output7,output8,output9,output10,output11,output12,output13,output14,output15,output16,output17
381287.880000,12.129056,-1.808769,0.630581,13.772149,5.555877,-6.330649,-11.046926,63.267219,8.705406,263434.130000,118.910740,27.011420,763.705020,13.953933,407.461390,193.881090,197.222460,259.975830,74.990677,1道,1类,381372.760000,381340.810000,381372.760000,381372.760000,4625358.200000,-15545892000000.000000,-930923.310000,945672730.000000,-1062456700.000000,22367964000.000000,-117985960000000000.000000,-50241976999999996714764163506408475663472290744917085170304139662295426966487040.000000,90.455198,145380450000.000000,381362.440000,85.455516,85.317456
487510.670000,17.287863,1.083422,-0.687122,1.290264,-4.411705,5.645837,-1.126385,-21.509246,-12.604939,178425.280000,109.170140,630.773850,549.210470,204.303950,344.307040,112.275490,221.801640,774.573980,-61.483104,1道,1类,487495.640000,487498.730000,487495.640000,487495.640000,8428275.900000,-61577707000.000000,-111225.640000,-1046457100.000000,324492040.000000,-438248340.000000,2749650000000000.000000,159093640000000016740082062439928840419964858653944024812538142232375914373644518202383189329805896478972628625911704084003053404194502411812864.000000,-9.344026,237666660000.000000,487494.590000,-14.081263,-14.104972
355072.630000,17.034407,6.309647,5.875729,-39.792856,2.957133,13.217006,4.018662,-34.707107,-0.332249,338269.730000,478.087030,154.300660,341.837760,150.155050,343.098860,154.746990,147.423850,750.924760,287.120800,1道,1类,355047.210000,354988.100000,355047.210000,355047.210000,6048435.700000,-16161560000000.000000,-103484320.000000,-1000127700.000000,5360296000.000000,7041838900.000000,1579054600000000000.000000,27885956999999998471596323749349970577281141892223901619846525502350819548350949160362064156015431044640613973701448291114704374751596042612105610069188542464.000000,-19.869311,126076570000.000000,355069.780000,-24.915279,-25.061452
277311.690000,15.503618,-0.240126,-2.819768,-38.985085,-3.226782,-35.896311,-8.738543,5.397171,11.178803,275339.720000,174.310080,14.968041,611.825620,25.445324,28.416070,47.627837,349.945890,626.416200,-40.189476,1道,1类,277253.870000,277230.070000,277253.870000,277253.870000,4299835.000000,6930611300000.000000,36498.139000,121971960.000000,-1428308100.000000,337449790.000000,982340830000000.000000,18345181999999999367626171575357334540441186896074834298852358004839481554233753500189673681290385063204881949649797120.000000,-52.384054,76901776000.000000,277329.790000,-57.519389,-57.656394
42805.253000,17.529554,6.361121,-1.175502,20.109907,4.351084,-44.874810,-5.856791,69.495660,-18.269062,368950.270000,172.333920,49.263142,804.259720,77.720159,533.606300,95.822930,419.711240,-12.501393,540.371940,1道,1类,42852.924000,42859.766000,42852.924000,42852.924000,749430.230000,163820750000000.000000,1780054.600000,-28936291000.000000,-10934842000.000000,8811583500.000000,-49440067000000000.000000,-42169929000000000807643813520319810701624771145602974358186419926543327674166645375979879081836316353369958630719805100995870514412287453027008254619108492061966336.000000,52.302658,1832289700.000000,42874.564000,47.678491,47.671788
360725.210000,8.291174,4.288363,-5.372855,4.708497,1.418114,-24.108254,-6.700379,-15.577099,-7.345803,290265.110000,404.739080,72.287068,646.772600,219.715170,36.507740,-38.078037,248.757150,759.238900,466.540640,1道,1类,360684.810000,360704.230000,360684.810000,360684.810000,2991094.900000,-8504989900000.000000,-879694.030000,-44618479000.000000,-6865869800.000000,-4174715900.000000,287684290000000000.000000,15803440999999999793941197981005621464969061467160576.000000,-34.841066,130122670000.000000,360702.460000,-39.877708,-40.022687
478660.980000,27.510014,-3.688534,0.787277,16.214663,-3.528802,12.016438,-14.431389,-61.192675,9.027713,298925.170000,177.455870,395.937480,-7.218937,164.556780,231.509150,7.911148,406.645360,353.838830,-65.639289,1道,1类,478643.690000,478604.960000,478643.690000,478643.690000,13167184.000000,209602490000000.000000,2114138.800000,-29196059000.000000,71594607000.000000,-116791380000.000000,4465919700000000000.000000,inf,-11.605267,229116330000.000000,478618.430000,-16.368752,-16.407831
241786.550000,9.032791,3.273353,-2.712460,1.814999,2.756956,-32.918383,-13.047324,22.440569,-7.578102,160005.820000,66.710075,390.911380,596.622610,85.650263,607.962010,152.313150,225.529150,779.301070,7.211947,1道,1类,241769.610000,241792.710000,241769.610000,241769.610000,2184262.800000,7087136400000.000000,158882.690000,15628566000.000000,-38608235000.000000,2642589700.000000,-51243640000000000.000000,-717891320000000030187140570891543905971230769166680064.000000,-11.554170,58460736000.000000,241798.070000,-16.703739,-16.824508
257539.970000,25.592820,-3.972436,3.499120,-20.242030,0.179344,-25.889649,-12.871668,-51.972690,-11.930681,356527.800000,302.285360,114.146200,103.155680,307.796350,471.866700,70.589139,61.998953,-23.198526,831.005190,1道,1类,257442.360000,257433.430000,257442.360000,257442.360000,6592110.000000,68726093000000.000000,11297757.000000,88149742000.000000,486230150000.000000,-514756780000.000000,47160740999999995904.000000,9378033700000000491760023704387986792848830357509052121932667477928797311447734554825240353189472583087600080769474191269633007742927213227684243443167998433649510496202022354950508478552410130459332394555637361325825321051963729145141385836649260119534852032503636086004538041032489423657544857140703789056.000000,-92.197024,66326837000.000000,257489.040000,-97.342539,-97.471197
479181.620000,8.200190,-3.259693,-5.233032,24.525345,-3.656866,38.948341,-15.942800,37.548382,-9.892650,294693.780000,109.137470,483.305050,151.436400,57.754024,575.147610,22.576517,440.468170,304.524610,432.692680,1道,1类,479252.850000,479305.900000,479252.850000,479252.850000,3928315.500000,-1386550700000000.000000,-2263646.200000,-105912930000.000000,187025270000.000000,62303707000.000000,4176072800000000000.000000,38434614999999999518984016852963395368709387190272.000000,76.917717,229615020000.000000,479191.910000,72.155755,72.117548
120161.430000,14.021083,-2.834180,-5.893929,-17.709910,3.107309,14.919646,-6.877525,32.851915,-3.206235,226847.320000,102.862160,134.665160,120.189460,151.777400,600.934940,-42.740666,471.244280,123.735030,805.261410,1道,1类,120189.810000,120187.510000,120189.810000,120189.810000,1684547.100000,-16738888000000.000000,-522070.980000,450229470.000000,-13127411000.000000,13050988000.000000,367301230000000000.000000,17115540000000000965591147282438647926912031591000699567306632997009912320357715043905599943609065406464.000000,33.457938,14438770000.000000,120188.700000,28.435933,28.392054
112558.140000,3.957034,4.417158,2.041059,-9.066357,-3.893595,-14.817950,-2.264416,-66.604968,-3.051152,328415.070000,113.579990,331.562970,388.678520,15.033659,46.884341,185.162670,36.509873,550.161670,516.186080,1道,1类,112468.850000,112475.270000,112468.850000,112468.850000,445677.410000,966592860000.000000,20476291.000000,-344094280.000000,367880140.000000,297967440.000000,1196503700000000.000000,7358091399999999977768091648.000000,-84.231810,12669334000.000000,112494.920000,-89.232506,-89.271778
284552.900000,19.803255,-1.086347,-3.559346,-11.265545,-1.932625,36.891126,6.221324,-17.008391,2.677152,203801.590000,355.329800,175.250430,411.592630,-4.422859,555.716250,108.401790,99.422095,251.886940,887.927500,1道,1类,284583.640000,284537.230000,284583.640000,284583.640000,5635283.200000,-4957685000000.000000,-963071.660000,-4021975000.000000,-1522284200.000000,1455021200.000000,31703525000000000.000000,46239776999999997755049097565466749472710461976903082604505274682132833724418597348472672772175177420970202075288368967374870882384257995232817850291333254915015747527958797841822908416.000000,36.194766,80970355000.000000,284561.250000,31.064512,30.924949
58819.378000,-0.719182,6.288177,0.097676,-26.050142,0.826858,-46.815271,1.583713,-17.423003,-6.145639,285792.770000,228.972010,126.180670,382.542950,288.091740,230.024970,37.288495,386.547340,687.079320,478.578870,1道,1类,58731.021000,58739.734000,58731.021000,58731.021000,-42289.804000,-4442922900.000000,-13901538000.000000,-781887.820000,-719600.710000,-2257179.300000,58646172000.000000,715566259999999996203106304.000000,-83.587292,3459719100.000000,58801.990000,-88.342972,-88.355184
186065.600000,16.177603,5.476068,-3.054083,-27.745149,3.058605,-11.694969,-15.539099,67.647231,10.797579,163722.730000,-7.632818,482.130600,58.844046,134.483410,91.316452,122.183720,434.380270,680.817510,436.576320,1道,1类,186110.720000,186087.840000,186110.720000,186110.720000,3010905.900000,567076410000000.000000,882064.790000,-18297310000.000000,219974820000.000000,185054560000.000000,-9316004300000000000.000000,-5742491999999999817488810102289615889548072142782532945716074829295253735124094182961540118741236326173559602980566703990149721671421533356032.000000,50.393451,34620406000.000000,186146.240000,45.262278,45.175325
