,true_output1,true_output2,pred_output1,pred_output2
7388,263245.07,263308.51,274669.525366379,274663.15323275834
7389,231728.57,231711.94,217929.90592885367,217921.5533399206
7390,44075.961,44057.0,42709.52807038839,42681.28406310685
7391,210527.02,210531.23,217929.90592885367,217921.5533399206
7392,184829.9,184822.88,185616.72356725138,185603.2415984406
7393,190293.72,190235.62,185616.72356725138,185603.2415984406
7394,257700.06,257656.66,247739.99689223093,247728.81476190523
7395,244390.1,244363.1,247739.99689223093,247728.81476190523
7396,371100.17,371148.33,369165.9787337051,369158.3872067035
7397,285520.53,285560.12,274669.525366379,274663.15323275834
7398,147448.56,147412.61,156847.65178260874,156836.5041304347
7399,358156.47,358145.66,369165.9787337051,369158.3872067035
7400,30458.778,30413.956,42709.52807038839,42681.28406310685
7401,255466.55,255476.8,247739.99689223093,247728.81476190523
7402,111377.1,111383.61,101609.11073062735,101593.25798154983
7403,172324.58,172358.65,185616.72356725138,185603.2415984406
7404,488158.74,488108.44,485093.7721111117,485078.81402222347
7405,485177.65,485190.9,485093.7721111117,485078.81402222347
7406,379908.45,379895.78,369165.9787337051,369158.3872067035
7407,59595.268,59538.045,69504.72317269086,69485.06758232943
7408,133684.98,133662.18,130154.50997333344,130144.92600000014
7409,456303.19,456297.49,455285.4115738498,455270.39508474537
7410,477386.65,477345.28,485093.7721111117,485078.81402222347
7411,410552.97,410522.37,397781.09172413754,397780.57758620655
7412,194634.32,194602.42,185616.72356725138,185603.2415984406
7413,320836.66,320869.85,307448.0030952381,307425.7603296702
7414,97371.365,97312.642,101609.11073062735,101593.25798154983
7415,340063.33,340076.89,339634.8082961464,339626.06835699774
7416,431833.18,431853.58,424338.6673650791,424324.22552380926
7417,453913.67,453828.76,455285.4115738498,455270.39508474537
7418,298081.7,298102.62,307448.0030952381,307425.7603296702
7419,72987.4,73009.101,69504.72317269086,69485.06758232943
7420,317786.18,317792.32,307448.0030952381,307425.7603296702
7421,294923.05,294904.84,307448.0030952381,307425.7603296702
7422,424624.99,424589.56,424338.6673650791,424324.22552380926
7423,484775.44,484738.7,485093.7721111117,485078.81402222347
7424,92610.45,92538.081,101609.11073062735,101593.25798154983
7425,244149.2,244091.58,247739.99689223093,247728.81476190523
7426,175933.51,175964.25,185616.72356725138,185603.2415984406
7427,253653.51,253690.9,247739.99689223093,247728.81476190523
7428,66272.221,66352.498,69504.72317269086,69485.06758232943
7429,142350.49,142311.64,130154.50997333344,130144.92600000014
7430,251061.28,251079.98,247739.99689223093,247728.81476190523
7431,307543.29,307505.28,307448.0030952381,307425.7603296702
7432,115384.01,115451.32,101609.11073062735,101593.25798154983
7433,173780.77,173832.99,185616.72356725138,185603.2415984406
7434,293425.08,293416.14,307448.0030952381,307425.7603296702
7435,373841.41,373828.48,369165.9787337051,369158.3872067035
7436,219272.6,219189.48,217929.90592885367,217921.5533399206
7437,146470.37,146433.64,156847.65178260874,156836.5041304347
7438,104091.73,104069.69,101609.11073062735,101593.25798154983
7439,325413.27,325367.2,339634.8082961464,339626.06835699774
7440,128418.72,128375.81,130154.50997333344,130144.92600000014
7441,105199.58,105161.48,101609.11073062735,101593.25798154983
7442,117172.13,117184.86,130154.50997333344,130144.92600000014
7443,357287.13,357268.14,369165.9787337051,369158.3872067035
7444,463970.42,464012.22,455285.4115738498,455270.39508474537
7445,387392.38,387406.96,397781.09172413754,397780.57758620655
7446,136764.6,136820.37,130154.50997333344,130144.92600000014
7447,277254.86,277228.5,274669.525366379,274663.15323275834
7448,222388.19,222344.14,217929.90592885367,217921.5533399206
7449,276897.92,276900.88,274669.525366379,274663.15323275834
7450,328947.21,328963.54,339634.8082961464,339626.06835699774
7451,110272.8,110273.11,101609.11073062735,101593.25798154983
7452,382242.12,382253.57,369165.9787337051,369158.3872067035
7453,54316.038,54220.874,42709.52807038839,42681.28406310685
7454,140279.73,140261.0,130154.50997333344,130144.92600000014
7455,169084.97,169099.43,156847.65178260874,156836.5041304347
7456,445439.55,445383.66,455285.4115738498,455270.39508474537
7457,469754.73,469745.98,455285.4115738498,455270.39508474537
7458,273260.6,273262.77,274669.525366379,274663.15323275834
7459,420059.57,419988.57,424338.6673650791,424324.22552380926
7460,98915.983,98901.041,101609.11073062735,101593.25798154983
7461,496911.81,496950.94,485093.7721111117,485078.81402222347
7462,329180.72,329167.11,339634.8082961464,339626.06835699774
7463,87632.805,87609.444,101609.11073062735,101593.25798154983
7464,204898.96,204889.35,217929.90592885367,217921.5533399206
7465,227316.83,227329.48,217929.90592885367,217921.5533399206
7466,499733.27,499715.09,485093.7721111117,485078.81402222347
7467,192834.19,192823.74,185616.72356725138,185603.2415984406
7468,374935.34,374966.3,369165.9787337051,369158.3872067035
7469,388893.32,388799.33,397781.09172413754,397780.57758620655
7470,249536.72,249515.57,247739.99689223093,247728.81476190523
7471,175395.37,175378.34,185616.72356725138,185603.2415984406
7472,303641.52,303675.17,307448.0030952381,307425.7603296702
7473,294477.64,294404.42,307448.0030952381,307425.7603296702
7474,82744.756,82739.918,69504.72317269086,69485.06758232943
7475,257030.73,257059.3,247739.99689223093,247728.81476190523
7476,442029.17,442036.52,455285.4115738498,455270.39508474537
7477,183512.39,183455.43,185616.72356725138,185603.2415984406
7478,498432.6,498428.32,485093.7721111117,485078.81402222347
7479,65787.509,65752.467,69504.72317269086,69485.06758232943
7480,337759.06,337734.48,339634.8082961464,339626.06835699774
7481,379200.66,379232.59,369165.9787337051,369158.3872067035
7482,115170.52,115098.63,101609.11073062735,101593.25798154983
7483,445070.75,445079.75,455285.4115738498,455270.39508474537
7484,435122.95,435120.77,424338.6673650791,424324.22552380926
7485,222084.89,222079.61,217929.90592885367,217921.5533399206
7486,236295.8,236305.59,247739.99689223093,247728.81476190523
7487,405378.33,405425.18,397781.09172413754,397780.57758620655
7488,275162.69,275100.08,274669.525366379,274663.15323275834
7489,160789.36,160732.08,156847.65178260874,156836.5041304347
7490,139251.83,139257.95,130154.50997333344,130144.92600000014
7491,474090.64,474088.17,485093.7721111117,485078.81402222347
7492,149054.41,149101.18,156847.65178260874,156836.5041304347
7493,231181.83,231189.04,217929.90592885367,217921.5533399206
7494,221613.26,221620.37,217929.90592885367,217921.5533399206
7495,220108.85,220143.91,217929.90592885367,217921.5533399206
7496,132527.95,132512.39,130154.50997333344,130144.92600000014
7497,441198.45,441217.77,455285.4115738498,455270.39508474537
7498,262935.29,262913.17,274669.525366379,274663.15323275834
7499,471875.3,471794.19,485093.7721111117,485078.81402222347
7500,477448.45,477411.5,485093.7721111117,485078.81402222347
7501,365577.75,365620.1,369165.9787337051,369158.3872067035
7502,264043.17,263999.91,274669.525366379,274663.15323275834
7503,172576.47,172613.08,185616.72356725138,185603.2415984406
7504,235567.29,235508.12,247739.99689223093,247728.81476190523
7505,136574.08,136603.88,130154.50997333344,130144.92600000014
7506,460641.27,460659.01,455285.4115738498,455270.39508474537
7507,423674.33,423644.18,424338.6673650791,424324.22552380926
7508,100656.06,100708.07,101609.11073062735,101593.25798154983
7509,51868.245,51802.153,42709.52807038839,42681.28406310685
7510,331306.11,331353.72,339634.8082961464,339626.06835699774
7511,345705.71,345681.55,339634.8082961464,339626.06835699774
7512,473904.73,473861.48,485093.7721111117,485078.81402222347
7513,269631.37,269618.9,274669.525366379,274663.15323275834
7514,80128.456,80074.815,69504.72317269086,69485.06758232943
7515,389135.75,389160.15,397781.09172413754,397780.57758620655
7516,338621.99,338598.56,339634.8082961464,339626.06835699774
7517,379282.14,379284.35,369165.9787337051,369158.3872067035
7518,117726.12,117707.23,130154.50997333344,130144.92600000014
7519,306045.03,306019.87,307448.0030952381,307425.7603296702
7520,83471.765,83443.996,69504.72317269086,69485.06758232943
7521,349359.46,349314.36,339634.8082961464,339626.06835699774
7522,69828.455,69781.246,69504.72317269086,69485.06758232943
7523,312624.59,312594.66,307448.0030952381,307425.7603296702
7524,67580.69,67569.829,69504.72317269086,69485.06758232943
7525,239796.5,239834.35,247739.99689223093,247728.81476190523
7526,319468.49,319429.14,307448.0030952381,307425.7603296702
7527,369705.2,369737.59,369165.9787337051,369158.3872067035
7528,320916.68,320932.67,307448.0030952381,307425.7603296702
7529,130596.66,130639.66,130154.50997333344,130144.92600000014
7530,345711.22,345689.89,339634.8082961464,339626.06835699774
7531,60586.336,60539.527,69504.72317269086,69485.06758232943
7532,34376.141,34372.746,42709.52807038839,42681.28406310685
7533,70311.41,70279.907,69504.72317269086,69485.06758232943
7534,274237.35,274189.33,274669.525366379,274663.15323275834
7535,210055.64,210025.32,217929.90592885367,217921.5533399206
7536,377362.23,377309.19,369165.9787337051,369158.3872067035
7537,477117.8,477167.5,485093.7721111117,485078.81402222347
7538,231177.22,231173.21,217929.90592885367,217921.5533399206
7539,146867.6,146857.24,156847.65178260874,156836.5041304347
7540,300033.98,299988.43,307448.0030952381,307425.7603296702
7541,107934.33,107944.85,101609.11073062735,101593.25798154983
7542,426698.44,426663.04,424338.6673650791,424324.22552380926
7543,407677.62,407656.3,397781.09172413754,397780.57758620655
7544,271621.72,271588.11,274669.525366379,274663.15323275834
7545,79590.599,79595.558,69504.72317269086,69485.06758232943
7546,221116.9,221108.72,217929.90592885367,217921.5533399206
7547,124020.25,123985.91,130154.50997333344,130144.92600000014
7548,462664.35,462695.54,455285.4115738498,455270.39508474537
7549,230145.06,230116.61,217929.90592885367,217921.5533399206
7550,391576.36,391567.56,397781.09172413754,397780.57758620655
7551,348484.24,348472.75,339634.8082961464,339626.06835699774
7552,203120.53,203061.21,217929.90592885367,217921.5533399206
7553,172482.71,172439.4,185616.72356725138,185603.2415984406
7554,67783.011,67770.549,69504.72317269086,69485.06758232943
7555,286467.55,286489.8,274669.525366379,274663.15323275834
7556,238149.57,238183.46,247739.99689223093,247728.81476190523
7557,492398.28,492397.33,485093.7721111117,485078.81402222347
7558,172898.84,172875.97,185616.72356725138,185603.2415984406
7559,88653.377,88613.446,101609.11073062735,101593.25798154983
7560,196040.04,196037.9,185616.72356725138,185603.2415984406
7561,164964.17,164977.18,156847.65178260874,156836.5041304347
